tweet_id,customer_id,created_at,customer_text,historical_reply
96970,137163,Thu Nov 30 16:34:55 +0000 2017,@AppleSupport Control center i believe. But I turn it off when I wanna disconnect as opposed to just walking far enough away or waiting till I do.,@137163 This is expected behavior in iOS 11. Managing Bluetooth via Control Center will disconnect you from the device it's currently paired with. To completely turn off Bluetooth you'll want to do so via Settings. https://t.co/G7BHuQnDS6
97089,137196,Thu Nov 30 17:47:18 +0000 2017,"@AppleSupport After upgrading to latest iOS , workaround is I  need to go to mailbox and trash it from there.",@137196 Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
105319,139256,Thu Nov 30 18:42:47 +0000 2017,"@AppleSupport Just switched some settings, turning on “Change volume with buttons” seemed to trigger it to work",@139256 Great to hear you resolved the issue. Let us know if we can help in the future. Have a wonderful day!
107370,139846,Thu Nov 23 19:27:00 +0000 2017,"@AppleSupport A 7+, and I’m not connecting because it’s not working. I open it, my screen turns black and it closes out by itself.","@139846 How long have you been seeing this on your iPhone? How are you connecting to the internet, through Wi-Fi or a cellular connection? Does restarting your iPhone change anything?"
114475,141452,Thu Nov 23 20:58:17 +0000 2017,"@AppleSupport Correct. I went to take a photo just now, and Live was set to on and flash to Auto even though they had both previously been turned off.",@141452 Please DM us to continue. Thank you. https://t.co/GDrqU22YpT
114494,141456,Wed Nov 29 12:18:18 +0000 2017,@AppleSupport It worked for a few days but it’s doing it again now,@141456 We appreciate you letting us know that this is still going on for you. Connect with us in DM to continue looking into this further together: https://t.co/GDrqU22YpT
118039,142169,Thu Nov 23 22:54:58 +0000 2017,"@AppleSupport Hey; 10.13.1 Just doing regular stuff: writing documents, taking notes, surfing the web... Yes I've restarted several times already...","@142169 When the behavior occurs, what steps do you take to get your Mac working normally again? How long ago did you upgrade your Mac, how many times have you encountered this behavior since?"
122320,143275,Fri Nov 24 00:16:58 +0000 2017,@AppleSupport I got a message that said my account was locked. I just want to be sure it was sent from Apple.,@143275 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
123084,143490,Fri Nov 24 01:22:30 +0000 2017,@AppleSupport Yes. IPhone /6S Plus syncs the same. I deleted quite a few emails from the MacBook Pro (approx 150) but no change on the 6S+/iPad,"@143490 Is it one particular email account, or is it happening with multiple email accounts?"
123721,143664,Fri Nov 24 01:04:08 +0000 2017,@AppleSupport Thanks!!!,"@143664 You’re welcome! If you have any other questions, let us know. We’re available every day from 5 a.m. to 8 p.m. Pacific time."
126370,144363,Fri Nov 24 02:49:42 +0000 2017,@AppleSupport my phone randomly freezes &amp; shuts down apps + restarts on its own.. this is an iphone 8. I shouldn’t be having these problems when I haven’t had this phone for a month yet🙄,"@144363 You’re in the right spot and we’ll do everything we can to help you. Does this seem to only happen with certain apps? Also, did you restore this iPhone 8 from a backup of another iPhone?"
126381,144368,Fri Nov 24 03:32:22 +0000 2017,@AppleSupport iPhone X: 11.1.2,@144368 Got it. Join us in DM and we'll continue from there. https://t.co/GDrqU22YpT
143558,148437,Fri Nov 24 04:37:37 +0000 2017,@AppleSupport 11.1.2,@148437 Thanks. Does the same issue occur when using the Apple EarPods that came with the phone? How about Speakerphone?
146552,149262,Fri Nov 24 14:53:18 +0000 2017,"@AppleSupport Thanks. Still, it is not working with the iPhoneX. It works with the iPhone 6s thou","@149262 We're happy to hear it's now working with the iPhone 6s. To help us determine the cause, are both iPhone's using the same iOS version? This is found in Settings &gt; General &gt; About &gt; Version."
146764,802855,Tue Nov 28 16:47:18 +0000 2017,"@AppleSupport @AppleSupport - is it typical for your IPhone 7 to have battery and other issues? Shutting down randomly, won’t turn back on until you plug it into a charger, random glitches, phone just doesn’t seem reliable, did I get a lemon?","@802855 We're happy to help with any issues you're experiencing with your iPhone 7. In DM, please let us know which software version you're using. https://t.co/GDrqU22YpT"
146780,149321,Wed Nov 22 06:34:09 +0000 2017,@AppleSupport hey apple! iphone 6 lock screen. is it normal? https://t.co/j6IcQk1s6D,@149321 We'd like to look into this with you. Could you tell us the version of iOS you're running on this phone? Have you restarted the phone recently?
146785,149322,Fri Nov 24 20:27:48 +0000 2017,"@AppleSupport I made a full reset and reinstall from iTunes, several times without restoring from any backup. Deleting the app does not change this behavior neither. This bug happens randomly when listening, searching or downloading music. On a fresh new iPhone and since iOS 7 I don’t remember",@149322 Thanks for working to resolve this on your own time. We'd like to look at some further support options for you. Could you send us your country in DM using the link below? https://t.co/GDrqU22YpT
148138,149696,Fri Nov 24 10:17:31 +0000 2017,Anyone else finding @AppleSupport over promises then fails to deliver? I've lost total confidence in the brand after macbookpro just stops working one day,"@149696 If you're running into issues with your MacBook Pro, we'd like to help you out. Please send us a DM to tell us the exact issue(s) you're experiencing. https://t.co/GDrqU22YpT"
148181,149706,Fri Nov 24 11:35:36 +0000 2017,"@AppleSupport my iPhone 6s seems to be losing battery VERY quickly. (Gone from 30% to 9% in about 20 mins) is it worth taking to a Genius Bar, can they check battery function?","@149706 We'd love to look into this with you. DM us which version of the operating system your iPhone is running and the country you're in (as support options vary by location), and we'll get started. https://t.co/GDrqU2kzhr"
148202,149716,Sat Nov 25 09:41:28 +0000 2017,"@AppleSupport Hi. I started noticing that since yesterday morning ( 24th November) 
No, a restart didn’t help. And it’s not only on the start screen.",@149716 Good to know. Any recent changes? Can you tell us if disabling AssistiveTouch and then enabling it again resolves it? You can find this in Settings &gt; General &gt; Accessibility &gt; AssistiveTouch.
148225,149722,Fri Nov 24 09:24:08 +0000 2017,Quick @AppleSupport how much charge does my @115858 Warch have? https://t.co/ruGO2WwVEh,@149722 We want to help. Take a look at this article for info on how to check the battery on your Apple Watch and DM us if you have any questions after that: https://t.co/hmbTEy8bzI https://t.co/GDrqU22YpT
149970,118246,Tue Nov 28 00:43:57 +0000 2017,@AppleSupport Went training today. So far so good 👍,@118246 Fantastic to hear! Thanks for letting us know.
149988,150192,Fri Nov 24 12:49:31 +0000 2017,"Hi @AppleSupport it's this time of year again, Tunisia spam calls. CanI block a full country code/area code on an iPhone? AFAIK, I can only block specific numbers on my iphone but they keep changing suffixes.","@150192 Spam calls can be a pain, but we've got steps that can help alleviate what you're seeing. While we can't block like you are wanting in iOS itself, there are third party apps that can help block these calls. Check out steps on that here: https://t.co/l196mimriF"
151415,150576,Fri Nov 24 14:56:15 +0000 2017,"@AppleSupport hello apple, i got a e-mail but i think its fake can you help me? https://t.co/JlIKNYnj6Y",@150576 We're here to help. This does not look to be official Apple correspondence. You can learn more about phishing attempts and how to avoid them here: https://t.co/LNMCdqt6fD
151442,150583,Fri Nov 24 14:34:26 +0000 2017,@AppleSupport I cancelled my Apple Music subscription before the free trial ended and you’ve been charging me for the past 3 months! 😡 Fuck you.,@150583 We'd recommend reaching out to our iTunes Store team for assistance with this: https://t.co/SDIe7UiyJN
151469,150591,Fri Nov 24 14:15:49 +0000 2017,@AppleSupport I just downloaded it yesterday thank you!,@150591 Perfect! Let us know if you run into any other trouble.
151527,150607,Fri Nov 24 14:08:07 +0000 2017,@AppleSupport my iPhone X keeps going on silent by itself. I have forced restarted it aswell.  Any ideas ?? Is it a bug,@150607 We're here to help. Is the Ring/Silent switch moving? Check out this article for how to locate it: https://t.co/45AlFnF6Ae
154438,151390,Fri Dec 01 16:09:44 +0000 2017,"@AppleSupport Working fine after that day.
thank you",@151390 Excellent! We're glad to hear it's all been sorted out.
157718,608853,Sun Nov 19 23:29:22 +0000 2017,@AppleSupport It would be great if this guide was turned into an iBooks book for offline use 👍,@608853 It just so happens you can download it for free from the iBooks store. Select Free Books &gt; Apple User Guides. There you'll find the latest for the iPhone along with all the other Apple devices. You can also find it here: https://t.co/yqxS6ubXDG
157732,764963,Mon Nov 20 11:02:07 +0000 2017,@AppleSupport My iPhone 6 in ios 11.1.2 is problem wifi automatically on,"@764963 Thanks for reaching out. This behavior is a new feature of iOS 11. This article explains: https://t.co/G7BHuQnDS6
We're here for you if you have any questions. Just let us know."
157744,765671,Mon Nov 20 15:33:16 +0000 2017,@AppleSupport Apple just wanted to ask storage on phone full can I get somethink to unload storage thanks,"@765671 You can use iCloud to ease up some of the storage taken up on your device? However, this will not add more physical space to your iPhone. You can read more about the difference here: https://t.co/dREC7Rk0Qk"
161261,153201,Fri Nov 24 20:23:12 +0000 2017,@AppleSupport Hi updated and restarted everything and still getting the same message?,@153201 DM us the current macOS version you are using and we can take a look at this. https://t.co/GDrqU22YpT
162871,153631,Fri Nov 24 19:17:57 +0000 2017,"@AppleSupport Apple music, i’ve just noticed it after updating from ios 11.1 to 11.1.2 and the most recent snapchat update. Now it pauses apple music every time snapchat is opened","@153631 Got it. Have you tried removing and reinstalling Snapchat, then restarting your device?"
162875,153631,Fri Nov 24 21:05:32 +0000 2017,"@AppleSupport That worked, thank you!! 🙌🏻","@153631 Great! We're happy this issue has been resolved. Please, feel free to reach out to us for any reason. We'll be happy to assist."
164221,154036,Fri Nov 24 19:32:41 +0000 2017,Hey @AppleSupport my Messages App crushes every time when I want to open it. I tried everything. I’ve reboot my iPhone 5S and i have the latest iOS. What should i do?,"@154036 Thanks for reaching out to us for support. When you have a free moment, can you please tell us when you first noticed this issue on your device?"
170352,155690,Fri Nov 24 21:48:42 +0000 2017,@AppleSupport Thanks!,@155690 You're very welcome. We'll be here if you need us in the future. Have a great weekend!
171758,156110,Fri Nov 24 22:02:18 +0000 2017,@AppleSupport is this real? https://t.co/N02T2i2Ud3,@156110 This would be a phishing attempt. You can read more on that here: https://t.co/6Ye6EtSytB
172956,156467,Fri Nov 24 22:52:31 +0000 2017,@AppleSupport Yah,@156467 Thanks for reaching out today. Contact us again if you have more questions or concerns. Take care and have a great weekend.
174938,157040,Fri Nov 24 23:49:57 +0000 2017,Why on earth is whatsapp lag on iPhone 7!!!!! Fuck this shit. Everything is fucked up since updating to ios11 @AppleSupport u better fix ios11,@157040 We'd like to help out. Is it just WhatsApp having the performance issues? Let us know in Direct Message and we'll take a look. https://t.co/GDrqU22YpT
178665,174219,Thu Oct 05 13:01:47 +0000 2017,"@AppleSupport Also, since this update, I can no longer play music in my car. It reads media error message.",@174219 We’ve got your back. Can you start by letting us know if you are an Apple Music member via DM? https://t.co/GDrqU22YpT
178690,409618,Wed Oct 25 17:51:44 +0000 2017,@AppleSupport My phone is very slow after I installed the last iOS update.it freezes constantly. IlI have the iPhone 6. Should I take it the apple store?,@409618 We wouldn't recommend it. Which version of iOS 11 are you running? Reply in DM. https://t.co/GDrqU22YpT
188155,160150,Wed Oct 04 04:06:35 +0000 2017,"@AppleSupport o novo IOS 11, deixou meu iPhone péssimo, bateria fraca(dura menos da metade que antes),aplicativos lentos e celular travando.","@160150 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
188416,160213,Tue Oct 03 21:47:59 +0000 2017,"@AppleSupport no, i think it was 11.01",@160213  You can update to iOS 11.0.2. We recommend backing up your device before updating. Click here: https://t.co/4f8hwT5to6
188445,160221,Wed Oct 04 05:36:53 +0000 2017,@AppleSupport wifi is always turn on #iOS11,"@160221 We'd be glad to help with that. We have changed how you turn off Wi-Fi, you’ll find the steps here: https://t.co/G7BHuQnDS6"
188658,160279,Wed Oct 04 15:58:04 +0000 2017,@AppleSupport I left it to charge overnight to only get 18%. Then finally got it to 53% in low post mode. Still dropped. I lost 3% just writing this.,"@160279 Are you using an Apple-certified cable to charge? Does it charge fully when using another cable, outlet, or power source?"
206466,164888,Wed Oct 04 21:18:13 +0000 2017,"@AppleSupport my iphone is able to find my mac, but my mac still cannot find my iphone on airdrop.","@164888 For our next steps, let's pair up in DM to dig a bit deeper. https://t.co/GDrqU22YpT"
206677,164951,Thu Oct 05 00:05:46 +0000 2017,@AppleSupport is the WiFiconnection being fixed in the new iOS 11 update? I use my works wf while I am @ work on my phone &amp; it’s not working,@164951 We'd like to help with this. Are you currently updated to iOS 11.0.2? https://t.co/80YRnjDFDk Check in Settings &gt; General &gt; About.
207997,165206,Wed Oct 04 21:24:28 +0000 2017,@AppleSupport It used to on my powerbeats3 but I haven’t used them since goin to 11.0.2,"@165206 Got it! And is it happening with songs downloaded directly to the iPhone, or streaming content?"
208235,602635,Thu Oct 05 02:51:28 +0000 2017,"@AppleSupport I tried 2-factor last year and had to enter passwords six times a day. Is it fixed now? Real question, thank you💗",@602635 We'd be happy to make sure two-factor authentication works for you. Send us a DM and we'll start there. https://t.co/GDrqU22YpT
208956,165450,Wed Oct 04 19:46:12 +0000 2017,@AppleSupport Actually I think I might be ok. Is the  draining of the battery different in ios 11.2?,@165450 We are happy to hear it's okay. We recommend checking out this link on battery life: https://t.co/bivpdfBNJ6
211189,166028,Wed Oct 04 18:27:40 +0000 2017,@AppleSupport Why didn't my IPhone 7 come with a headset adapter?,@166028 We'd like to help. Let us know which country you're located in via DM. We'll go from there. https://t.co/GDrqU22YpT
215829,167327,Thu Oct 05 13:33:36 +0000 2017,@AppleSupport I’ve changed my ISP over it!!!,@167327 We do want to get to the bottom of the issues you're seeing. Could you join us in DM and we'll get started? https://t.co/GDrqU22YpT
219049,168224,Thu Oct 05 01:26:39 +0000 2017,@AppleSupport Dm me,@168224 Please reach back out to us via DM and we can go from there together. https://t.co/GDrqU22YpT
223000,169265,Thu Oct 05 02:20:20 +0000 2017,Someone help where did my dock go. iOS 11 is absolute trash. @AppleSupport https://t.co/XAjhEdgjbc,@169265 We can help. Let's work together in DM. https://t.co/GDrqU22YpT
228328,170433,Wed Oct 11 05:09:58 +0000 2017,"@115858 Moreover, my phone freezes randomly / the playback stops when the notification pops up / many more bugs found on this Beta—@AppleSupport.","@170433 Understood. When you have a moment, please send us over a DM. We'll look into options available there. https://t.co/GDrqU22YpT"
228430,170450,Wed Nov 15 04:37:28 +0000 2017,"Glad I searched 'iPhone freezing' and saw a million other people are having the same issues. @AppleSupport, https://t.co/RACSqIKcDm",@170450 We want to help you with your iPhone. Which apps are you using when this happens? Did you update your iPhone to iOS 11.1.1? Please DM us and we'll continue there. https://t.co/GDrqU22YpT
234627,171867,Thu Oct 05 04:29:41 +0000 2017,"Hey @115858 @AppleSupport is iOS 11 purposely designed to totally mess up your phone or is that just me and everyone else I know? Lmk, thx.",@171867 Have you updated to iOS 11.0.2 yet? https://t.co/80YRnjDFDk Let us know if you still need help in DM. https://t.co/GDrqU22YpT
